aba_origem,uf,id_planilha,nome,tipo_politica,esfera_formulacao,origem_proposta,esfera_formulacao_detalhamento,esfera_execucao,esfera_execucao_apoios_parcerias,fonte_financiamento,transferencia_recursos,orgaos_responsaveis_resumo,orgaos_responsaveis_detalhe,ano_criacao,situacao_atual,base_legal,abrangencia_territorial,resumo,apresentacao,tipo_oferta,modalidade_oferta,arranjo_logistico,carga_horaria,integra_outras_politicas,continuidade_governos,link,informacoes_complementares,duvidas_revisor,is_federal_replica,federal_source_nome,duplicada_de
Políticas federais (comuns a to,BR,1,Educação de Jovens e Adultos (EJA),Educacional direta,União,Governamental,"MEC define diretrizes nacionais. Secretarias de Educação normatizam e organizam o Ensino Médio, além de formularem currículo próprio para o Ensino Fundamental",Compartilhada interfederativa: União-Estado-Município,"Estado - Secretaria da Educação do Estado de São Paulo (SEDUC-SP), Unidades Regionais de Ensino, escolas estaduais e Centros Estaduais de Educação de Jovens e Adultos (CEEJAs)",Fundeb + orçamento da SEDUC,"Repasse automático ""fundo a fundo"" do Fundeb. A União (FNDE) transfere recursos ao Fundo de Educação do Estado de São Paulo, gerido pela Sefaz-SP, que os distribui à Seduc-SP (rede estadual) e as redes municipais de ensino que ofertam EJA",SEDUC-SP; Diretorias de Ensino; Escolas Estaduais; CEEJAs; CIEJAs,"Seduc-SP: formulação das diretrizes pedagógicas, coordenação dos modelos de oferta (presença regular e flexível); Diretorias de Ensino: acompanhamento regional; Escolas Estaduais, CEEJAs e CIEJAs: execução local, matrícula, atendimento, aplicação de avaliações",1996 (marco da LDB),Ativa / em execução,Lei Federal nº 9.394/96 (LDB); Resoluções e portarias das Secretarias de Educação estaduais,Nacional,"Modalidade da educação básica destinada a jovens (15+) e adultos que não concluíram a escolaridade na idade regular. Presença regular (aulas presenciais em horários fixos, em 600 escolas) e presença flexível (modelo semipresencial com estudo autônomo)","A Educação de Jovens e Adultos no estado de São Paulo é organizada pela Seduc-SP para garantir o direito à educação de quem não teve acesso ou não concluiu os estudos na idade adequada. O estado oferece dois modelos complementares: a EJA de presença regular, com aulas presenciais em horários definidos (noturno), disponível em 600 escolas; e a EJA de presença flexível, inspirada nos CEEJAs, que permite ao estudante organizar seu percurso formativo de forma personalizada. Em 2026, o modelo flexível será ampliado para 151 escolas",Oferta educacional,Mista,Unidade fixa,EJA de presença regular: conforme organização curricular (carga horária total definida para cada etapa),"SESI-SP + SENAI-SP (EJA Profissionalizante, em 36 unidades); Incentivo financeiro SEJA PRO+ (MTE/SESI para jovens de 18 a 29 anos) ","Sim (política estruturante, com ajustes conforme gestão)",https://www.educacao.sp.gov.br/educacao-jovens-adultos,,EM TODOS OS ESTADOS,False,,
Políticas federais (comuns a to,BR,2,Programa Brasil Alfabetizado,Educacional direta,União,Governamental,MEC (Secretaria responsável pela EJA) – implementação via adesão/pactuação com entes e parceiros,Compartilhada interfederativa: União-Estado-Município,"Execução descentralizada por estados/municípios e parceiros locais, via adesão/convênios","Recursos federais do Ministério da Educação (transferências/bolsas/apoio a turmas) -  Fundo Nacional de Desenvolvimento da Educação (FNDE) -  com contrapartidas e apoio local (infraestrutura, mobilização)","Transferências financeiras federais aos entes executores, operacionalizadas pelo Fundo Nacional de Desenvolvimento da Educação (FNDE)","Ministério da Educação (MEC) / Secretaria de Educação Continuada, Alfabetização de Jovens e Adultos, Diversidade e Inclusão( SECADI; Secretarias estaduais e municipais de educação ","MEC/SECADI: gestão nacional, normas, formação; Secretárias de Educação estadual/municipal: adesão, organização local e execução",2003,Ativa / em execução,"Decretos e portarias federais do MEC (exemplos.:Decreto nº 4.834, de 8 de setembro de 2003; Decreto N.º 10.959/2022, que dispõe sobre o PBA, e atos correlatos)",Nacional,"Programa federal de alfabetização de jovens e adultos, com implementação local por adesão e articulação com redes e territórios","Criado em 2003, o Programa Brasil Alfabetizado (PBA) tem como objetivo alfabetizar jovens e adultos de 15 anos ou mais que não puderam estudar na idade apropriada. O Programa é uma porta de acesso ao pleno exercício da cidadania. O PBA é mais do que uma estratégia para perseguir a Meta 9 do Plano Nacional de Educação. Trata-se do compromisso moral de não deixar “Nenhum brasileiro para trás!”",Oferta educacional,Presencial,Misto (fixa + itinerante),Conforme desenho de turmas/ciclos do programa (varia por edital e execução local),"Articula-se com EJA, certificação (ENCCEJA) e políticas de assistência social e trabalho (ex.: CRAS, SINE)",Média (depende de prioridade federal/edições),https://alfabetizacao.mec.gov.br/pba,"Criado em 2003 e expandido na década de 2000, o PBA teve períodos de descontinuidade (interrupções após 2016) e retomada recente, articulando turmas de alfabetização, mobilização e apoio técnico-financeiro para municípios e parceiros",EM TODOS OS ESTADOS,False,,
Políticas federais (comuns a to,BR,3,Pacto Nacional pela Superação do Analfabetismo e Qualificação da EJA (Pacto Nacional da EJA),Educacional direta,União,Governamental,MEC; pactuação com estados/municípios; assistência técnica e indução,Compartilhada interfederativa: União-Estado-Município,Secretarias de educação estaduais/municipais; instituições de formação; Undime/Consed (quando mobilizados),Orçamento federal (MEC) + contrapartidas/ações de entes (quando pactuado),"Transferências voluntárias e automáticas da União (FNDE/MEC) para entes executores, por meio de: repasses fundo a fundo (contas específicas), pagamento direto de bolsas a alfabetizadores e formadores (cartão-benefício), PDDE-EJA, PAR e incentivo financeiro a estudantes (Pé-de-Meia EJA)","MEC /SECADI; Secretarias estaduais e municipais de educação, Instituições parceiras","MEC/SECADI: gestão nacional, normas, formação; Secretárias de Educação estadual/municipal: adesão, organização local e execução",2024 (instituído por decreto federal),Ativa / em execução,"Decreto N.º 12.048/2024 (institui o Pacto) e atos do MEC (normas de adesão, metas e acompanhamento)",Nacional,"Estratégia federal para reduzir analfabetismo e fortalecer a EJA, com foco em qualificação e integração de políticas","O Pacto busca coordenar ações federais e subnacionais, ampliando a alfabetização e a conclusão da educação básica na EJA, além de incentivar qualificação e trajetórias de formação ao longo da vida. Envolve pactuação de metas, cooperação técnica e financiamento",Misto,Mista,Misto (fixa + itinerante),Não se aplica (pacto/estratégia; ações específicas variam),"Integra alfabetização, EJA, educação profissional e políticas de inclusão social/emprego",Média (pode variar por ciclo federal),https://www.gov.br/mec/pt-br/pacto-eja,"Pode incluir formação, materiais, apoio à gestão e estratégias de busca/retorno",EM TODOS OS ESTADOS,False,,
Políticas federais (comuns a to,BR,4,Exame Nacional para Certificação de Competências de Jovens e Adultos  (ENCCEJA),Educacional direta,União,Governamental,Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira (INEP)/ Ministério da Educação (MEC) ,Compartilhada interfederativa: União-Estado-Município,"Federal (organização do exame - planejamento, regras, provas). Certificação: fornecida pelas secretarias estaduais e Institutos Federais. Municípios fornecem apoios logísticos",Orçamento federal (Inep/MEC),"Execução federal via orçamento do Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira (Inep), com pagamento a prestadores por licitações/contratos (impressão, logística e aplicação do exame); no Encceja Exterior, há parceria operacional com o Ministério das Relações Exteriores (MRE)",INEP/MEC; Secretarias estaduais e municipais de educação,INEP (Coordenação e aplicação do exame); SEDUC-SP e IFs (Emissão de certificados),2002 (criação),Ativa / em execução,Portaria MEC N.º 3.415/2004 (institui/estrutura o Encceja) + editais anuais do Inep; LDB (Lei N.º 9.394/1996),Nacional,Exame nacional que certifica competências para conclusão do ensino fundamental e médio para jovens e adultos (conforme idade mínima),"Funciona como alternativa de certificação para quem está fora do fluxo regular, com inscrições periódicas e prova aplicada nacionalmente. Pode ser articulado com políticas de EJA e programas de permanência, ampliando rotas de conclusão da educação básica",Certificação de escolaridade/competências,Presencial,Unidade fixa,Não se aplica (exame de certificação),"Articula-se com EJA e com programas de preparação/apoio (ex.: cursinhos comunitários, iniciativas de redes)",Alta (exame nacional recorrente),https://www.gov.br/inep/pt-br/areas-de-atuacao/avaliacao-e-exames-educacionais/encceja,"Certificação é feita por órgão certificador escolhido no ato da inscrição, conforme regras do edital",EM TODOS OS ESTADOS,False,,
Políticas federais (comuns a to,BR,5,Programa Nacional de Integração da Educação Profissional com a Educação Básica na Modalidade de Educação de Jovens e Adultos (PROEJA),Educacional direta,União,Governamental,"Ministério da Educação (MEC), por meio da Secretaria de Educação Profissional e Tecnológica (SETEC)",Compartilhada interfederativa: Estado-Município,"Institutos Federais/CEFETs, redes estaduais/municipais e parcerias locais",Orçamento das instituições ofertantes (rede federal) + Fundeb/orçamentos locais (quando ofertado por estados/municípios),Verbas transferidas pela União aos IFs via mecanismos federais (MEC),"Ministério da Educação (MEC/SETEC) + instituições ofertantes (ex.: IFF, IFSP)","Ministério da Educação (MEC) – coordenação federal do programa.
Secretaria de Educação Profissional e Tecnológica (SETEC/MEC) – coordenação/gestão nacional do PROEJA.
Instituições ofertantes da Rede Federal de Educação Profissional e Tecnológica executam a oferta: edital/seleção, matrícula, organização do curso e certificação",2006 (Decreto N.º 5.840/2006),Ativa / em execução,Decreto N.º 5.840/2006 (criação do PROEJA),Nacional,O PROEJA é um programa/arranjo de oferta que organiza a EJA integrada à educação profissional no mesmo percurso formativo,"O Proeja foi criado inicialmente pelo Decreto nº. 5.478, de 24/06/2005 e denominado como Programa de Integração da Educação Profissional ao Ensino Médio na Modalidade Educação de Jovens e Adultos.O programa teve inicialmente como base de ação a Rede Federal de Educação Profissional e Tecnológica.
Por meio do Decreto nº. 5.840, de 13 de julho de 2006, é ampliado em termos de abrangência e aprofundado em seus princípios pedagógicos, passando a se chamar Programa Nacional de Integração da Educação Profissional com a Educação Básica na Modalidade de Educação de Jovens e Adultos (Proeja)",Misto,Presencial,Unidade fixa,PROEJA Técnico (Ensino Médio integrado): mínimo de 2.400 horas (1.200h formação geral + 1.200h formação técnica). PROEJA FIC (Ensino Fundamental integrado à qualificação): mínimo de 1.600 horas (1.400h formação geral + 200h qualificação),EJA; Políticas de Assistência e Inclusão Social,"Média/Alta (base normativa permanece, mas oferta varia)",https://portal.mec.gov.br/escola-de-gestores-da-educacao-basica/259-programas-e-acoes-1921564125/proeja-406236091,"O Proeja foi criado inicialmente pelo Decreto nº. 5.478, de 24/06/2005 e denominado como Programa de Integração da Educação Profissional ao Ensino Médio na Modalidade Educação de Jovens e Adultos.",EM TODOS OS ESTADOS,False,,
Políticas federais (comuns a to,BR,6,Política Nacional de Educação Profissional e Tecnológica (PNEPT),Educacional direta,União,Governamental,"Federal / União — formulada no âmbito do Ministério da Educação (MEC), com coordenação da Secretaria de Educação Profissional e Tecnológica (Setec), e instituída pelo Decreto nº 12.603/2025",Compartilhada interfederativa: União-Estado-Município,"
Execução compartilhada interfederativa, sob coordenação da União, por meio do Ministério da Educação e da Secretaria de Educação Profissional e Tecnológica, em articulação com os sistemas de ensino e instituições formadoras","Orçamento público da educação, com coordenação federal pelo Ministério da Educação (MEC/Setec), em articulação com os sistemas de ensino","Não há, nas fontes oficiais consultadas, um mecanismo específico de transferência de recursos explicitado para a política como um todo. A implementação é descrita pelo MEC como ocorrendo por meio da definição e execução de estratégias e ações, com acompanhamento e avaliação contínuos, e em articulação/colaboração entre os sistemas de ensino",Ministério da Educação (MEC),"Ministério da Educação (MEC), por meio da Secretaria de Educação Profissional e Tecnológica (Setec), responsável pela coordenação nacional da política; implementação em articulação com os sistemas de ensino. No componente de avaliação da PNEPT (Sinaept), o órgão responsável é o Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira (Inep), autarquia vinculada ao MEC",2025,Ativa / em execução,"Decreto N.º 12.603, de 28 de agosto de 2025, que institui a Política Nacional de Educação Profissional e Tecnológica (PNEPT) e regulamenta o art. 4º da Lei N.º 14.645, de 2 de agosto de 2023",Nacional,"Política federal que organiza e fortalece a educação profissional e tecnológica, articulando formação, qualificação, inovação e mundo do trabalho, com diretrizes nacionais e avaliação da qualidade da oferta","A Política Nacional de Educação Profissional e Tecnológica (PNEPT) é uma política federal criada para integrar, orientar e fortalecer a educação profissional e tecnológica no Brasil, em consonância com o Plano Nacional de Educação. Seu objetivo é ampliar e qualificar a formação profissional, articulando oferta educacional, necessidades sociais, inovação, pesquisa e demandas do mundo do trabalho. A política também busca organizar estratégias nacionais para a área e foi instituída junto com o Sistema Nacional de Avaliação da Educação Profissional e Tecnológica (Sinaept), voltado ao acompanhamento da qualidade das instituições e dos cursos",Não aplicável,Não aplicável,Não aplicável,Não aplicável (política estruturante),"Articula-se ao Plano Nacional de Educação (PNE), à agenda de educação profissional e tecnológica, às demandas do mundo do trabalho, e à cooperação entre União, sistemas de ensino e instituições formadoras. Também se conecta ao Sistema Nacional de Avaliação da Educação Profissional e Tecnológica (Sinaept), instituído no mesmo decreto","Ainda não verificável, por se tratar de política criada em 2025; há, contudo, desenho institucional orientado à continuidade",https://www.gov.br/mec/pt-br/pnept?utm_source=,"A reforma da EPT para a PNEPT transformou os cursos técnicos, tecnológicos e de formação continuada em uma política nacional consolidada, regulada pelo Decreto nº 12.603/2025, com diretrizes, metas e avaliação pelo SINAEPT. A PNEPT busca acesso democrático, qualidade da oferta, integração com o trabalho e inclusão social, centralizando a coordenação no MEC e articulando recursos e ações em todos os níveis de ensino.  Fonte: INEP – Política Nacional de EPT",EM TODOS OS ESTADOS,False,,
Políticas federais (comuns a to,BR,7,Programa Juros por Educação,Educacional direta,União,Governamental,"União (nível federal). O Programa foi criado no âmbito do Propag por lei complementar federal (LC nº 212/2025) e regulamentado por decreto federal (Decreto nº 12.433/2025), com regras operacionais definidas pelo MEC (especialmente a SETEC) e a parte da renegociação da dívida no âmbito do Tesouro Nacional/Ministério da Fazenda",Compartilhada interfederativa: União-Estado,"União (execução normativa/coordenação e monitoramento). MEC (especialmente a Secretaria de Educação Profissional e Tecnológica – SETEC e a Secretaria-Executiva) e o INEP (base de matrículas/metas), com pactuação de metas, acompanhamento, avaliação e governança do programa. Estados/DF (execução operacional no território): ampliam a oferta e as matrículas de educação profissional técnica de nível médio nas suas redes, enviam anualmente o Plano de Aplicação à SETEC/MEC e registram matrículas no Sistec para comprovar metas","A fonte de financiamento do Juros por Educação é a economia gerada pela redução das taxas de juros anuais das dívidas dos estados/DF com a União, após a adesão ao  Programa de Pleno Pagamento de Dívidas dos Estados (Propag) — essa “folga” no serviço da dívida vira contrapartida obrigatória de investimento em educação profissional técnica de nível médio (EPT). Além disso, parte do montante definido na renegociação pode compor o Fundo de Equalização Federativa, que redistribui recursos entre entes","O estado renegocia a sua dívida com a União e obtém redução de juros, e em contrapartida aplica, com recursos próprios, os montantes anuais definidos em investimentos — pelo menos 60% voltados à Educação Profissional Técnica de nível médio (EPTNM). Parte desses montantes envolve o Fundo de Equalização Federativa (FEF), que redistribui recursos entre os estados. A execução é formalizada via Plano de Aplicação anual (aprovado pelo MEC e submetido/assinado no PAR) e a comprovação combina metas físicas (matrículas registradas no SISTEC) com acompanhamento financeiro pelo Tesouro e fiscalização pelos Tribunais de Contas estaduais","Ministério da Educação (MEC);  Ministério da Fazenda;
Secretaria Estadual de Educação ","Ministério da Educação (MEC) faz a coordenação da política. A Secretaria de Educação Profissional e Tecnológica (SETEC/MEC) lidera a agenda e a governança. O Comitê Estratégico de Governança do Propag (no âmbito do MEC/SETEC) assessora a regulamentação, propõe diretrizes/estratégias (incluindo para o Plano de Aplicação) e acompanha a implantação/gestão. O Ministério da Fazenda, via Secretaria do Tesouro Nacional (STN), recebe o ofício do governador manifestando intenção de aderir ao Propag (passo para acessar o Juros por Educação). Os Governos dos Estados (execução no território), via Secretaria Estadual de Educação (e área responsável por EPT), elabora o Plano de Aplicação anual (expansão de cursos/vagas) e o formaliza no PAR após aprovação pelo MEC",2025,Ativa / em execução,"Decreto N.º 12.433/2025 (regulamenta a LC 212/2025 e institui o Programa Juros por Educação). Além dele, Lei Complementar N.º 212/2025 (institui o Propag, no qual o Juros por Educação está inserido); Portaria MEC N.º 930/2025 (regulamenta/operacionaliza o Juros por Educação no âmbito do MEC);
Portaria N.º 25/2025 (estabelece instância de governança (comitê) relacionada ao Propag/Juros por Educação no MEC)",Nacional,"Programa de expansão de matrículas de educação profissional técnica de nível médio, cujo financiamento é a contrapartida da redução das taxas de juros anuais das dívidas dos estados e do Distrito Federal com a União","O programa Juros por Educação é uma estratégia do governo federal que vincula o direito à educação e à formação para o mundo do trabalho, promovendo novas oportunidades para a juventude. A iniciativa fortalece a educação profissional e tecnológica (EPT), direcionando recursos significativos para expansão de matrículas e melhorias na infraestrutura da oferta de cursos técnicos",Oferta educacional,Mista,Misto (fixa + itinerante),Não aplicável,"Sim. Integra com: Propag, pois surge dentro do Programa de Pleno Pagamento de Dívidas dos Estados (Propag). As metas do programa  coincidem com metas do Plano Nacional de Educação (incluindo a expansão da EPT e a integração com EJA); 
Escola em Tempo Integral; Política Nacional de Ensino Médio
","Não aplicável, pois criada em 2025. Tende a ter continuidade entre governos porque o Juros por Educação está ancorado em norma federal (LC 212/2025 e Decreto 12.433/2025) e funciona como contrapartida dentro de um acordo de renegociação da dívida (Propag), com planos de aplicação anuais e regras que projetam execução para 2025, 2026 e “2027 em diante”",https://www.gov.br/mec/pt-br/juros-por-educacao,"No desenho original do Juros por Educação, SP, RJ, RS e MG concentravam cerca de 90% do estoque da dívida, enquanto, no arranjo mais recente do Propag, esse patamar passa a envolver cinco UFs, com a inclusão de Goiás","Acre, Alagoas, Amazonas, Amapá, Bahia, Ceará, Espírito Santo, Goiás, Maranhão, Minas Gerais, Mato Grosso do Sul, Paraíba, Pernambuco, Piauí, Rio de Janeiro, Rio Grande do Norte, Rondônia, Roraima, Rio Grande do Sul, Sergipe, São Paulo, Tocantins",False,,
Políticas federais (comuns a to,BR,8,Programa Novos Caminhos/CNJ (Programa Nacional de Apoio à Desinstitucionalização de Crianças e Adolescentes Acolhidos e a Egressos de Unidades de Acolhimento),Proteção social com impacto educacional,União,Governamental,Conselho Nacional de Justiça (CNJ),Compartilhada interfederativa: União-Estado-Município,"O Programa funciona em todos os estados e no Distrito Federal por meio da iniciativa de atuação dos Tribunais de Justiça com instituições parceiras locais (públicas e privadas), sob o acompanhamento da Corregedoria Nacional de Justiça. Houve a celebração de acordo de cooperação técnica, com fundamento na Lei N.º 13.019/2014, e, subsidiariamente, na Lei N.º 14.133/2021, com a Presidência e a Corregedoria do CNJ e a participação das respectivas Coordenadorias da Infância e Juventude, das entidades parceiras da sociedade civil, como federações da indústria e comércio, serviços sociais autônomos, associações de magistrados(as) e empresas ou outros parceiros públicos ou privados","Presidência e Corregedoria do CNJ, Tribunais de Justiça, partícipes da sociedade civil, empresas ou parceiros públicos e privados, de acordo com as respectivas finalidades e especificidades, são mencionados como responsáveis pela  captação de parcerias para ampliação e diversificação das ações e pela sensibilização de futuros pretensos parceiros. Não há maiores detalhamentos sobre financiamentos",Não há detalhamentos sobre a circulação de recursos no decreto do Programa,Conselho Nacional de Justiça (criação); Tribunais de Justiça (execução); Corregedoria Nacional de Justiça (supervisão),"Tribunais de Justiça dos Estados e do Distrito Federal são responsáveis pela implementação e pelo estabelecimento de parcerias com instituições locais (públicas e privadas), sob o acompanhamento da Corregedoria Nacional de Justiça",2024,Ativa / em execução,Resolução N.º 543/2024 ,Nacional,"Com o Programa Novos Caminhos (PNC), o Poder Judiciário nacional passou a ter uma política voltada à construção de oportunidades de cidadania plena e estabilidade para jovens com idade entre 14 e 18 anos que estão em instituições de Acolhimento. Os Tribunais de Justiça de todo o território nacional ficam responsáveis pela implementação de uma rede de apoio aos jovens acolhidos e egressos com oferta de atividades educacionais e de aprendizagem com cursos técnicos e profissionalizantes, além de atendimentos relacionados à saúde, prática de atividades esportivas, estágios e ações voltadas à empregabilidade","Por meio do PNC, o CNJ incentiva a ampliação e o fortalecimento, via Tribunais de Justiça e parcerias locais, de uma rede de apoio com oferta de atividades educacionais e de aprendizagem com cursos técnicos e profissionalizantes, oferta de contraturno escolar, educação continuada, educação de jovens e adultos e aprendizagem industrial; atendimentos relacionados à saúde, prática de atividades esportivas, estágios e ações voltadas à empregabilidade (Art. 4)",Misto,Presencial,Unidade fixa,Não especificada,Sim. Engloba assistência social; qualificação profissional; EJA; programas para juventude,Não verificável (início em 2024),https://www.cnj.jus.br/programas-e-acoes/infancia-e-juventude/programa-novos-caminhos/ e https://atos.cnj.jus.br/files/original1924072024012465b163d779587.pdf,"Nos dias 4 e 5 de setembro de 2025, o CNJ comemorou a nacionalização do Programa Novos Caminhos com o 1.º Encontro Nacional do PNC, em Brasília (DF). Isso significa que, a partir de agora, o PNC funciona em todos os estados e no Distrito Federal, por meio da atuação de cada Tribunal de Justiça com instituições parceiras locais (públicas e privadas), sob o acompanhamento da Corregedoria Nacional de Justiça.",EM TODOS OS ESTADOS,False,,
Políticas federais (comuns a to,BR,27,Programa de Apoio ao Novo Ensino Médio (ProNem),Educacional direta,União,Governamental,"Ministério da Educação (MEC), especialmente a Secretaria de Educação Básica (SEB), que faz a gestão nacional do programa e define calendário, documento orientador e acompanhamento dos planos de implementação",Compartilhada interfederativa: Estado-Município,"MEC/SEB, FNDE, Secretarias de Educação dos estados e do Distrito Federal; na governança inicial, também aparecem CONSED, INEP, Secretaria de Educação Profissional e Tecnológica e Secretaria de Educação Continuada, Alfabetização, Diversidade e Inclusão","Orçamento federal do MEC, com apoio financeiro atestado/operacionalizado pelo FNDE; parte da execução ocorreu por meio do Programa Dinheiro Direto na Escola (PDDE), e a formação continuada recebeu apoio financeiro via PAR no âmbito do ProBNCC","Repasse às escolas via PDDE, conforme a Portaria nº 1.024/2018 e a Resolução FNDE N.º 21/2018; para formação continuada, houve apoio financeiro via PAR","Ministério da Educação, Secretaria de Educação Básica, Fundo Nacional de Desenvolvimento da Educação e Secretarias Estaduais/Distrital de Educação",A SEB/MEC realiza a gestão nacional do programa; a unidade técnica indicada pelo MEC é a Coordenação-Geral de Ensino Médio (COGEM/DPD) da SEB; o FNDE operacionaliza a dimensão financeira; as Secretarias Estaduais e do DF executam os planos e a implantação nas escolas,2018,Ativa / em execução,"Lei N.º 13.415/2017; Portaria MEC N.º 649/2018; Portaria MEC N.º 1.024/2018; Resolução FNDE N.º 21/2018; Portaria MEC N.º 331/2018 (ProBNCC); e, para o quadro atual do ensino médio, Lei N.º 14.945/2024",Nacional,"Programa federal criado para apoiar estados e Distrito Federal na elaboração e execução do plano de implementação do novo currículo do ensino médio, com BNCC, itinerários formativos e ampliação da carga horária","Política de indução federativa para reorganização curricular do ensino médio, combinando apoio técnico, apoio financeiro, escolas-piloto e formação continuada das equipes estaduais",Misto,Mista,Unidade fixa,Não há uma carga horária própria única do programa. Ele estabelece como meta a ampliação da carga horária escolar para pelo menos 1.000 horas anuais e adaptação curricular para 3.000 horas no ensino médio,"Sim. Integra-se à Lei N.º 13.415/2017, à BNCC do ensino médio, ao ProBNCC, ao PDDE e ao ciclo mais recente da Política Nacional de Ensino Médio, instituída pela Lei N.º 14.945/2024","im, mas com mudanças. Houve continuidade da agenda federal de reforma do ensino médio entre 2018 e os anos seguintes, porém com revisão e reestruturação substantiva em 2024, culminando na nova Política Nacional de Ensino Médio (inferência baseada na sequência normativa e programática oficial)",https://www.gov.br/mec/pt-br/assuntos/eb/programa-de-apoio-ao-novo-ensino-medio-pronem,"O MEC informa que cerca de 4.020 escolas receberam recursos do PDDE e executaram pilotos do Novo Ensino Médio em 2020 e 2021, com previsão de aproximadamente R$ 350 milhões; informa também que as 27 Secretarias de Educação apresentaram planos de trabalho para formação continuada e receberam apoio financeiro via PAR",EM TODOS OS ESTADOS,False,,
