url,domain,n_referenciada_por,ids_referenciantes,campos_origem
https://www.al.sp.gov.br/repositorio/legislacao/decreto/2025/decreto-69680-08.07.2025.html?utm_source,www.al.sp.gov.br,1,FRM-CP-2026-TRAB-0020,fonte_url
https://www.al.sp.gov.br/repositorio/legislacao/decreto/2023/decreto-67980-25.09.2023.html,www.al.sp.gov.br,1,FRM-CP-2026-TRAB-0022,fonte_url
https://www.ba.gov.br/educacao/bahia-alfabetizada,www.ba.gov.br,1,FRM-CP-2026-EDU-0113,fonte_url
https://www.ba.gov.br/educacao/bolsa-presenca,www.ba.gov.br,1,FRM-CP-2026-PSOC-0060,fonte_url
https://www.ba.gov.br/trabalho/noticia/2024-08/5635/ministro-do-trabalho-diz-que-programa-manuel-querino-vai-abrir-portas-e,www.ba.gov.br,1,FRM-CP-2026-TRAB-0103,fonte_url
https://www.ba.gov.br/trabalho/noticia/2024-02/4167/forca-jovem-da-largada-com-oficina-de-roteiro-para-audiovisual,www.ba.gov.br,1,FRM-CP-2026-TRAB-0112,fonte_url
https://www.bahianoticias.com.br/noticia/282876-programa-juventude-produtiva-oferece-vagas-para-capacitacao-no-senac-e-sinebahia,www.bahianoticias.com.br,1,FRM-CP-2026-TRAB-0107,fonte_url
https://www.bemparana.com.br/noticias/economia/banco-da-mulher-paranaense-repassa-quase-r-300-milhoes-em-credito-as-empreendedoras,www.bemparana.com.br,1,FRM-CP-2026-TRAB-0069,informacoes_complementares
https://www.bnews.com.br/noticias/economia-e-mercado/a-bahia-e-lider-na-geracao-de-empregos-no-nordeste-destaca-secretario-durante-inauguracao-de-nova-sede-do-sinebahia.html,www.bnews.com.br,1,FRM-CP-2026-TRAB-0117,fonte_url
https://www.cearasemfome.ce.gov.br/ceara-sem-fome-e-seduc-dialogam-oferta-de-alfabetizacao-de-jovens-e-adultos-para-beneficiarios-do-programa,www.cearasemfome.ce.gov.br,1,FRM-CP-2026-PSOC-0084,fonte_url
https://www.cearasemfome.ce.gov.br/qualificacao-e-renda,www.cearasemfome.ce.gov.br,1,FRM-CP-2026-TRAB-0159,fonte_url
https://www.ceed.rs.gov.br/upload/arquivos/202512/16094032-resolucao-391-ept.pdf,www.ceed.rs.gov.br,1,FRM-CP-2026-EDU-0099,informacoes_complementares
https://www.centec.org.br/programas/qualificar-mais,www.centec.org.br,1,FRM-CP-2026-TRAB-0158,fonte_url
https://www.descubraaprendizagem.mg.gov.br/,www.descubraaprendizagem.mg.gov.br,1,FRM-CP-2026-TRAB-0050,fonte_url
https://www.desenvolvimentoeconomico.sp.gov.br/DesenvolvimentoEconomico/institucional/Programas/pat_programa,www.desenvolvimentoeconomico.sp.gov.br,1,FRM-CP-2026-TRAB-0015,fonte_url
https://www.desenvolvimentoeconomico.sp.gov.br/DesenvolvimentoEconomico/institucional/Programas/pacto_pela_inclusao,www.desenvolvimentoeconomico.sp.gov.br,1,FRM-CP-2026-TRAB-0021,fonte_url
https://www.desenvolvimentosocial.sp.gov.br/sec_desenvolv_social/noticias/informacoes-sobre-o-programa-acao-jovem-430,www.desenvolvimentosocial.sp.gov.br,1,FRM-CP-2026-PSOC-0010,fonte_url
https://www.ecoescolas.org.br/casas-familiares-rurais-da-bahia-inspiram-o-mundo-na-conferencia-internacional-do-programa-eco-escolas,www.ecoescolas.org.br,1,FRM-CP-2026-EDU-0115,fonte_url
https://www.ecosdofuturo.org.br/consorcio-social-da-juventude,www.ecosdofuturo.org.br,1,FRM-CP-2026-TRAB-0153,fonte_url
https://www.educacao.mg.gov.br/governo-de-minas-abre-pre-inscricao-para-o-trilhas-de-futuro-jovens-e-adultos,www.educacao.mg.gov.br,1,FRM-CP-2026-TRAB-0046,fonte_url
https://www.educacao.pr.gov.br/eja_exames_certificacao_legislacao,www.educacao.pr.gov.br,1,FRM-CP-2026-EDU-0072,fonte_url
https://www.estado.rs.gov.br/com-foco-no-combate-a-evasao-na-rede-estadual-governo-lanca-politica-de-protecao-a-trajetoria-escolar,www.estado.rs.gov.br,1,FRM-CP-2026-EDU-0107,fonte_url
https://www.faetec.rj.gov.br/historia,www.faetec.rj.gov.br,1,FRM-CP-2026-EDU-0047,fonte_url
https://www.folha1.com.br/geral/2023/08/1292858-mprj-assina-pacto-estadual-para-combater-a-evasao-escolar-na-rede-publica.html,www.folha1.com.br,1,FRM-CP-2026-EDU-0044,fonte_url
https://www.fomento.pr.gov.br/Banco-da-Mulher-Paranaense,www.fomento.pr.gov.br,1,FRM-CP-2026-TRAB-0069,fonte_url
https://www.frm.org.br/institucional/a-fundacao/como-chegamos-ate-aqui/2009,www.frm.org.br,1,FRM-CP-2026-EDU-0037,fonte_url
https://www.gov.br/senappen/pt-br/acesso-a-informacao/acoes-e-programas/politicas-nacionais-penais/-educacao-prisional/2020-2024/sp.pdf,www.gov.br,1,FRM-CP-2026-EDU-0023,informacoes_complementares
https://www.gov.br/trabalho-e-emprego/pt-br/servicos/mte/sine,www.gov.br,1,FRM-CP-2026-TRAB-0039,fonte_url
https://www.gov.br/senappen/pt-br/acesso-a-informacao/politicas-acoes-e-programas/politicas-penais/educacao,www.gov.br,1,FRM-CP-2026-EDU-0049,fonte_url
https://www.gov.br/secom/pt-br/assuntos/noticias-regionalizadas/novo-bolsa-familia/jan.26/bolsa-familia-chega-a-mais-de-542-1-mil-beneficiarios-do-rio-grande-do-sul-a-partir-desta-segunda-19,www.gov.br,1,FRM-CP-2026-PSOC-0053,fonte_url
https://www.gov.br/mec/pt-br/assuntos/noticias/2025/junho/divulgados-planos-estaduais-de-educacao-nas-prisoes,www.gov.br,1,FRM-CP-2026-EDU-0106,fonte_url
https://www.gov.br/trabalho-e-emprego/pt-br/noticias-e-conteudo/2025/setembro/mte-lanca-edital-para-qualificacao-profissional-de-600-pessoas-pelo-programa-manuel-querino,www.gov.br,1,FRM-CP-2026-TRAB-0099,fonte_url
https://www.gov.br/trabalho-e-emprego/pt-br/servicos/trabalhador/qualificacao-profissional/caminho-digital,www.gov.br,1,FRM-CP-2026-TRAB-0108,fonte_url
https://www.gov.br/fnde/pt-br/acesso-a-informacao/legislacao/resolucoes/2024/resolucao-no-20-de-9-de-setembro-de-2024/view,www.gov.br,1,FRM-CP-2026-EDU-0136,fonte_url
https://www.gov.br/trabalho-e-emprego/pt-br/noticias-e-conteudo/2025/janeiro/seguro-desemprego-2025-atualizacao-das-faixas-e-valores-do-beneficio,www.gov.br,1,FRM-CP-2026-TRAB-0119,fonte_url
https://www.gov.br/senappen/pt-br/acesso-a-informacao/politicas-acoes-e-programas/politicas-penais/educacao/2020-2024/pe.pdf,www.gov.br,1,FRM-CP-2026-EDU-0150,fonte_url
https://www.gov.br/mec/pt-br/pe-de-meia,www.gov.br,1,FRM-CP-2026-PSOC-0078,fonte_url
https://www.gov.br/secom/pt-br/assuntos/noticias-regionalizadas/novo-bolsa-familia/mar.26/bolsa-familia-chega-a-mais-de-1-3-milhao-de-beneficiarios-do-ceara-a-partir-desta-quarta-18,www.gov.br,1,FRM-CP-2026-PSOC-0091,fonte_url
https://www.idacba.org.br/site/2022/08/02/programa-qualifica-bahia,www.idacba.org.br,1,FRM-CP-2026-TRAB-0098,fonte_url
https://www.jb.com.br/pais/noticias/2007/03/14/consorcio-da-juventude-inseriu-quase-60-no-mercado-formal-de-trabalho.html?utm_source=chatgpt.com,www.jb.com.br,1,FRM-CP-2026-TRAB-0086,fonte_url
https://www.justica.sp.gov.br/sec_justica/imprensa/noticias/spjovemgovernodespeunesplancamprogramaparaincentivarempreendedorismoeprotagonismojuvenil,www.justica.sp.gov.br,1,FRM-CP-2026-TRAB-0023,fonte_url
https://www.mg.gov.br/servico/concluir-o-ensino-medio-por-meio-de-cursos-oferecidos-pelos-cesec,www.mg.gov.br,1,FRM-CP-2026-EDU-0053,fonte_url
https://www.parana.pr.gov.br/aen/Noticia/Programa-Carretas-do-Conhecimento-tera-investimento-de-R-22-milhoes-em-2023,www.parana.pr.gov.br,1,FRM-CP-2026-TRAB-0067,fonte_url
https://www.parana.pr.gov.br/aen/Noticia/Qualificacao-profissional-gratuita-do-Estado-alcancara-os-399-municipios-do-Parana,www.parana.pr.gov.br,1,FRM-CP-2026-TRAB-0068,fonte_url
https://www.parapaz.pa.gov.br/en/noticia/f%C3%A1brica-esperan%C3%A7a-garante-capacita%C3%A7%C3%A3o-profissional-ex-detentos,www.parapaz.pa.gov.br,1,FRM-CP-2026-TRAB-0129,fonte_url
https://www.planalto.gov.br/ccivil_03/_Ato2023-2026/2024/Decreto/D12048.htm,www.planalto.gov.br,1,FRM-CP-2026-EDU-0094,fonte_url
https://www.planalto.gov.br/ccivil_03/_ato2019-2022/2022/decreto/D10959.htm,www.planalto.gov.br,1,FRM-CP-2026-EDU-0095,fonte_url
https://www.planalto.gov.br/ccivil_03/_ato2011-2014/2011/lei/l12513.htm,www.planalto.gov.br,1,FRM-CP-2026-TRAB-0083,fonte_url
https://www.planalto.gov.br/ccivil_03/_ato2023-2026/2024/lei/l14818.htm,www.planalto.gov.br,1,FRM-CP-2026-PSOC-0070,fonte_url
https://www.planalto.gov.br/ccivil_03/_ato2019-2022/2022/lei/l14457,www.planalto.gov.br,1,FRM-CP-2026-TRAB-0122,fonte_url
https://www.planalto.gov.br/ccivil_03/_ato2019-2022/2022/Mpv/mpv1116.htm,www.planalto.gov.br,1,FRM-CP-2026-TRAB-0157,fonte_url
https://www.rj.gov.br/trabalho/acoes_e_programas?utm_source=chatgpt.com,www.rj.gov.br,1,FRM-CP-2026-TRAB-0043,fonte_url
https://www.seaster.pa.gov.br/taxonomy/term/170,www.seaster.pa.gov.br,1,FRM-CP-2026-TRAB-0118,fonte_url
https://www.seaster.pa.gov.br/node/736,www.seaster.pa.gov.br,1,FRM-CP-2026-TRAB-0126,informacoes_complementares
https://www.sedepe.pe.gov.br/sedepe-inaugura-primeira-casa-do-trabalhador-do-pais,www.sedepe.pe.gov.br,1,FRM-CP-2026-TRAB-0133,fonte_url
https://www.sedepe.pe.gov.br/qualifica-pe-e-lancado-como-maior-programa-de-cursos-profissionalizantes-em-todo-o-estado,www.sedepe.pe.gov.br,1,FRM-CP-2026-TRAB-0134,fonte_url
https://www.seduc.ce.gov.br/projeto-professor-diretor-de-turma-ppdt,www.seduc.ce.gov.br,1,FRM-CP-2026-EDU-0175,fonte_url
https://www.seduc.pa.gov.br/site/public/upload/arquivo/portal_seduc/RELATORIO%20DE%20GESTA%CC%83O%202022-393a2.pdf,www.seduc.pa.gov.br,1,FRM-CP-2026-EDU-0128,fonte_url
https://www.seduc.pa.gov.br/noticia/11277-ensino-da-educacao-de-jovens-e-adultos--eja--abre-portas-para-o-mercado-de-trabalho,www.seduc.pa.gov.br,1,FRM-CP-2026-EDU-0142,fonte_url
https://www.seeduc.rj.gov.br/cidad%C3%A3o/matr%C3%ADcula,www.seeduc.rj.gov.br,1,FRM-CP-2026-EDU-0035,fonte_url
https://www.sigas.pe.gov.br/pernambuco-sem-fome-e-com-acolhimento-mulheres,www.sigas.pe.gov.br,1,FRM-CP-2026-PSOC-0082,fonte_url
https://www.sps.ce.gov.br/tag/transformando-vidas,www.sps.ce.gov.br,1,FRM-CP-2026-TRAB-0160,fonte_url
https://www.trabalho.pr.gov.br/Pagina/Qualifica-Parana-2026,www.trabalho.pr.gov.br,1,FRM-CP-2026-TRAB-0066,fonte_url
https://www.trabalho.pr.gov.br/Noticia/Projeto-Bora-Circular-reforca-compromisso-com-inovacao-e-desenvolvimento-sustentavel,www.trabalho.pr.gov.br,1,FRM-CP-2026-TRAB-0068,informacoes_complementares
https://www.trampolim.sp.gov.br/,www.trampolim.sp.gov.br,1,FRM-CP-2026-TRAB-0012,fonte_url
https://www.trilhasdefuturo.mg.gov.br/perguntas-frequentes/index.html,www.trilhasdefuturo.mg.gov.br,1,FRM-CP-2026-TRAB-0045,fonte_url
https://www.youtube.com/live/JKwTQgBHdlM,www.youtube.com,1,FRM-CP-2026-TRAB-0109,fonte_url
