url,domain,status_code,status_class,url_final,elapsed_ms,n_referenciada_por,erro
https://www.al.sp.gov.br/repositorio/legislacao/decreto/2025/decreto-69680-08.07.2025.html,www.al.sp.gov.br,200.0,ok_200,https://www.al.sp.gov.br/repositorio/legislacao/decreto/2025/decreto-69680-08.07.2025.html,153,1,
https://www.al.sp.gov.br/repositorio/legislacao/decreto/2025/decreto-69680-08.07.2025.html?utm_source,www.al.sp.gov.br,200.0,ok_200,https://www.al.sp.gov.br/repositorio/legislacao/decreto/2025/decreto-69680-08.07.2025.html?utm_source,135,1,
https://www.desenvolvimentoeconomico.sp.gov.br/DesenvolvimentoEconomico/institucional/Programas/pacto_pela_inclusao,www.desenvolvimentoeconomico.sp.gov.br,200.0,ok_200,https://www.desenvolvimentoeconomico.sp.gov.br/DesenvolvimentoEconomico/institucional/Programas/pacto_pela_inclusao,252,1,
https://www.al.sp.gov.br/repositorio/legislacao/decreto/2023/decreto-67980-25.09.2023.html,www.al.sp.gov.br,200.0,ok_200,https://www.al.sp.gov.br/repositorio/legislacao/decreto/2023/decreto-67980-25.09.2023.html,162,1,
https://www.justica.sp.gov.br/sec_justica/imprensa/noticias/spjovemgovernodespeunesplancamprogramaparaincentivarempreendedorismoeprotagonismojuvenil,www.justica.sp.gov.br,200.0,ok_200,https://www.justica.sp.gov.br/sec_justica/imprensa/noticias/spjovemgovernodespeunesplancamprogramaparaincentivarempreendedorismoeprotagonismojuvenil,96,1,
https://www.seeduc.rj.gov.br/cidad%C3%A3o/matr%C3%ADcula,www.seeduc.rj.gov.br,200.0,ok_200,https://www.seeduc.rj.gov.br/cidad%C3%A3o/matr%C3%ADcula,200,1,
https://www.frm.org.br/institucional/a-fundacao/como-chegamos-ate-aqui/2009,www.frm.org.br,200.0,ok_200,https://www.frm.org.br/a-fundacao/como-chegamos-ate-aqui/2009,1156,1,
https://api.arca.fiocruz.br/api/core/bitstreams/823bdc3b-7030-4a1f-a517-19925d631826/content,api.arca.fiocruz.br,200.0,ok_200,https://api.arca.fiocruz.br/api/core/bitstreams/823bdc3b-7030-4a1f-a517-19925d631826/content,63,1,
https://portal.mec.gov.br/dmdocuments/ensino_inovador.pdf,portal.mec.gov.br,403.0,forbidden_403,https://portal.mec.gov.br/dmdocuments/ensino_inovador.pdf,78,2,
https://doweb.rio.rj.gov.br/apifront/portal/edicoes/imprimir_materia/837253/5353,doweb.rio.rj.gov.br,200.0,ok_200,https://doweb.rio.rj.gov.br/apifront/portal/edicoes/imprimir_materia/837253/5353,717,1,
https://www.folha1.com.br/geral/2023/08/1292858-mprj-assina-pacto-estadual-para-combater-a-evasao-escolar-na-rede-publica.html,www.folha1.com.br,200.0,ok_200,https://www.folha1.com.br/geral/2023/08/1292858-mprj-assina-pacto-estadual-para-combater-a-evasao-escolar-na-rede-publica.html,1681,1,
https://leisestaduais.com.br/rj/decreto-n-31548-2002-rio-de-janeiro-dispoe-sobre-o-programa-de-primeiro-emprego-no-ambito-do-estado-do-rio-de-janeiro-implementado-pela-secretaria-de-estado-de-trabalho-e-da-outras-providencias?__cf_chl_tk=awLzvES0A2WCa2c05U3g3jhBc8e71mLxszMjL49FNdk-1771882529-1.0.1.1-_qJdTMoEDWDmSvAC2zf9C5WGfuD8x7qilbE7BEWNr6Y,leisestaduais.com.br,403.0,forbidden_403,https://leisestaduais.com.br/rj/decreto-n-31548-2002-rio-de-janeiro-dispoe-sobre-o-programa-de-primeiro-emprego-no-ambito-do-estado-do-rio-de-janeiro-implementado-pela-secretaria-de-estado-de-trabalho-e-da-outras-providencias?__cf_chl_tk=awLzvES0A2WCa2c05U3g3jhBc8e71mLxszMjL49FNdk-1771882529-1.0.1.1-_qJdTMoEDWDmSvAC2zf9C5WGfuD8x7qilbE7BEWNr6Y,96,1,
https://www.gov.br/trabalho-e-emprego/pt-br/assuntos/aprendizagem-profissional?utm_source=chatgpt.com,www.gov.br,403.0,forbidden_403,https://www.gov.br/trabalho-e-emprego/pt-br/assuntos/aprendizagem-profissional?utm_source=chatgpt.com,158,2,
https://arquivo.proderj.rj.gov.br/emop_imagens/site/bs_visualiza.asp?id=736,arquivo.proderj.rj.gov.br,200.0,ok_200,https://arquivo.proderj.rj.gov.br/emop_imagens/site/bs_visualiza.asp?id=736,60,1,
https://www.gov.br/trabalho-e-emprego/pt-br/assuntos/sistema-nacional-de-emprego-sine/casa-do-trabalhador,www.gov.br,403.0,forbidden_403,https://www.gov.br/trabalho-e-emprego/pt-br/assuntos/sistema-nacional-de-emprego-sine/casa-do-trabalhador,47,3,
https://www.gov.br/trabalho-e-emprego/pt-br/servicos/mte/sine,www.gov.br,403.0,forbidden_403,https://www.gov.br/trabalho-e-emprego/pt-br/servicos/mte/sine,47,1,
https://legislacao.fazenda.rj.gov.br/letra-r/rio-simples,legislacao.fazenda.rj.gov.br,200.0,ok_200,https://legislacao.fazenda.rj.gov.br/letra-r/rio-simples/,386,1,
https://www.rj.gov.br/trabalho/acoes_e_programas?utm_source=chatgpt.com,www.rj.gov.br,200.0,ok_200,https://www.rj.gov.br/trabalho/acoes_e_programas?utm_source=chatgpt.com,421,1,
https://www.faetec.rj.gov.br/historia,www.faetec.rj.gov.br,200.0,ok_200,https://www.faetec.rj.gov.br/historia/,135,1,
https://www.gov.br/senappen/pt-br/acesso-a-informacao/politicas-acoes-e-programas/politicas-penais/educacao,www.gov.br,403.0,forbidden_403,https://www.gov.br/senappen/pt-br/acesso-a-informacao/politicas-acoes-e-programas/politicas-penais/educacao,49,1,
https://www.mg.gov.br/servico/concluir-o-ensino-medio-por-meio-de-cursos-oferecidos-pelos-cesec,www.mg.gov.br,200.0,ok_200,https://www.mg.gov.br/servico/concluir-o-ensino-medio-por-meio-de-cursos-oferecidos-pelos-cesec,56,1,
https://www.educacao.mg.gov.br/servicos/exames-de-ensino-fundamental-e-medio,www.educacao.mg.gov.br,200.0,ok_200,https://www.educacao.mg.gov.br/servicos/exames-de-ensino-fundamental-e-medio/,261,2,
https://plataforma.buscaativaescolar.org.br/,plataforma.buscaativaescolar.org.br,200.0,ok_200,https://plataforma.buscaativaescolar.org.br/,144,2,
https://agenciaminas.mg.gov.br/noticia/educacao-lanca-oficialmente-campanha-de-busca-ativa-escolar-2025-para-reintegrar-estudantes-infrequentes,agenciaminas.mg.gov.br,200.0,ok_200,https://agenciaminas.mg.gov.br/noticia/educacao-lanca-oficialmente-campanha-de-busca-ativa-escolar-2025-para-reintegrar-estudantes-infrequentes,234,1,
https://www.trilhasdefuturo.mg.gov.br/perguntas-frequentes/index.html,www.trilhasdefuturo.mg.gov.br,,erro_rede,,73,1,ConnectError: [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1032)
https://www.educacao.mg.gov.br/governo-de-minas-abre-pre-inscricao-para-o-trilhas-de-futuro-jovens-e-adultos,www.educacao.mg.gov.br,200.0,ok_200,https://www.educacao.mg.gov.br/governo-de-minas-abre-pre-inscricao-para-o-trilhas-de-futuro-jovens-e-adultos/,248,1,
https://social.mg.gov.br/trabalho-e-emprego/educacao-profissional/minas-forma,social.mg.gov.br,200.0,ok_200,https://social.mg.gov.br/trabalho-e-emprego/educacao-profissional/minas-forma,454,2,
https://utramig.mg.gov.br/,utramig.mg.gov.br,,timeout,,10013,1,TimeoutException
https://desenvolvimento.mg.gov.br/inicio/projetos/projeto/1143,desenvolvimento.mg.gov.br,200.0,ok_200,https://desenvolvimento.mg.gov.br/inicio/projetos/projeto/1143,453,1,
https://www.descubraaprendizagem.mg.gov.br/,www.descubraaprendizagem.mg.gov.br,200.0,ok_200,https://www.descubraaprendizagem.mg.gov.br/,227,1,
https://social.mg.gov.br/trabalho-e-emprego/educacao-profissional/minas-programando,social.mg.gov.br,200.0,ok_200,https://social.mg.gov.br/trabalho-e-emprego/educacao-profissional/minas-programando,384,1,
https://portalgerais.com/minas-forma-abre-10-mil-vagas-de-cursos-gratuitos-e-foca-em-mulheres,portalgerais.com,200.0,ok_200,https://portalgerais.com/minas-forma-abre-10-mil-vagas-de-cursos-gratuitos-e-foca-em-mulheres/,1316,1,
https://professor.escoladigital.pr.gov.br/eja,professor.escoladigital.pr.gov.br,200.0,ok_200,https://professor.escoladigital.pr.gov.br/eja,181,1,
https://www.educacao.pr.gov.br/eja_exames_certificacao_legislacao,www.educacao.pr.gov.br,200.0,ok_200,https://www.educacao.pr.gov.br/eja_exames_certificacao_legislacao,386,1,
https://professor.escoladigital.pr.gov.br/combate_abandono_escolar,professor.escoladigital.pr.gov.br,200.0,ok_200,https://professor.escoladigital.pr.gov.br/combate_abandono_escolar,193,1,
https://feccompar.com.br/biblioteca/plano-estadual-de-educacao-no-sistema-prisional-do-parana,feccompar.com.br,200.0,ok_200,https://feccompar.com.br/biblioteca/plano-estadual-de-educacao-no-sistema-prisional-do-parana/,304,1,
https://professor.escoladigital.pr.gov.br/eja/proeduse/legislacao,professor.escoladigital.pr.gov.br,200.0,ok_200,https://professor.escoladigital.pr.gov.br/eja/proeduse/legislacao,377,1,
https://www.gov.br/mec/pt-br/brasil-alfabetizado,www.gov.br,,erro_rede,,147,3,ReadError: [WinError 10054] Foi forçado o cancelamento de uma conexão existente pelo host remoto
https://www.gov.br/mec/pt-br/projovem,www.gov.br,,erro_rede,,159,2,ReadError: [WinError 10054] Foi forçado o cancelamento de uma conexão existente pelo host remoto
https://www.trabalho.pr.gov.br/Pagina/Qualifica-Parana-2026,www.trabalho.pr.gov.br,200.0,ok_200,https://www.trabalho.pr.gov.br/Pagina/Qualifica-Parana-2026,1210,1,
https://www.parana.pr.gov.br/aen/Noticia/Programa-Carretas-do-Conhecimento-tera-investimento-de-R-22-milhoes-em-2023,www.parana.pr.gov.br,200.0,ok_200,https://www.parana.pr.gov.br/aen/Noticia/Programa-Carretas-do-Conhecimento-tera-investimento-de-R-22-milhoes-em-2023,392,1,
https://www.parana.pr.gov.br/aen/Noticia/Qualificacao-profissional-gratuita-do-Estado-alcancara-os-399-municipios-do-Parana,www.parana.pr.gov.br,200.0,ok_200,https://www.parana.pr.gov.br/aen/Noticia/Qualificacao-profissional-gratuita-do-Estado-alcancara-os-399-municipios-do-Parana,301,1,
https://www.trabalho.pr.gov.br/Noticia/Projeto-Bora-Circular-reforca-compromisso-com-inovacao-e-desenvolvimento-sustentavel,www.trabalho.pr.gov.br,200.0,ok_200,https://www.trabalho.pr.gov.br/Noticia/Projeto-Bora-Circular-reforca-compromisso-com-inovacao-e-desenvolvimento-sustentavel,1647,1,
https://www.fomento.pr.gov.br/Banco-da-Mulher-Paranaense,www.fomento.pr.gov.br,200.0,ok_200,https://www.fomento.pr.gov.br/Banco-da-Mulher-Paranaense,1985,1,
https://www.bemparana.com.br/noticias/economia/banco-da-mulher-paranaense-repassa-quase-r-300-milhoes-em-credito-as-empreendedoras,www.bemparana.com.br,200.0,ok_200,https://www.bemparana.com.br/noticias/economia/banco-da-mulher-paranaense-repassa-quase-r-300-milhoes-em-credito-as-empreendedoras/,1802,1,
https://institutoligabadu.org.br/bora-circular,institutoligabadu.org.br,200.0,ok_200,https://institutoligabadu.org.br/bora-circular/,445,1,
https://ole.uff.br/wp-content/uploads/sites/296/2017/12/projeto-escola-fabrica.pdf,ole.uff.br,200.0,ok_200,https://ole.uff.br/wp-content/uploads/sites/296/2017/12/projeto-escola-fabrica.pdf,36,1,
https://www.gov.br/mj/pt-br/assuntos/seus-direitos/migracoes/politica-nacional-de-migracoes-refugio-e-apatridia-1,www.gov.br,403.0,forbidden_403,https://www.gov.br/mj/pt-br/assuntos/seus-direitos/migracoes/politica-nacional-de-migracoes-refugio-e-apatridia-1,158,2,
https://educacao.rs.gov.br/carta-de-servicos/servicos?servico=2259,educacao.rs.gov.br,200.0,ok_200,https://educacao.rs.gov.br/carta-de-servicos/servicos?servico=2259,973,1,
https://educacao.rs.gov.br/neejas-nucleos-estaduais-de-educacao-de-jovens-e-adultos,educacao.rs.gov.br,200.0,ok_200,https://educacao.rs.gov.br/neejas-nucleos-estaduais-de-educacao-de-jovens-e-adultos,1376,1,
https://escola.rs.gov.br/matriculas,escola.rs.gov.br,200.0,ok_200,https://escola.rs.gov.br/matriculas,218,1,
https://www.planalto.gov.br/ccivil_03/_Ato2023-2026/2024/Decreto/D12048.htm,www.planalto.gov.br,,timeout,,30147,1,TimeoutException
https://www.planalto.gov.br/ccivil_03/_ato2019-2022/2022/decreto/D10959.htm,www.planalto.gov.br,,timeout,,30173,1,TimeoutException
https://ssps.rs.gov.br/upload/arquivos/202301/24100513-19131940-plano-educacao-para-pessoas-presas.pdf,ssps.rs.gov.br,200.0,ok_200,https://ssps.rs.gov.br/upload/arquivos/202301/24100513-19131940-plano-educacao-para-pessoas-presas.pdf,268,1,
https://www.ceed.rs.gov.br/upload/arquivos/202512/16094032-resolucao-391-ept.pdf,www.ceed.rs.gov.br,200.0,ok_200,https://www.ceed.rs.gov.br/upload/arquivos/202512/16094032-resolucao-391-ept.pdf,524,1,
https://planoriogrande.rs.gov.br/plano-rio-grande,planoriogrande.rs.gov.br,200.0,ok_200,https://planoriogrande.rs.gov.br/plano-rio-grande,982,1,
https://planoriogrande.rs.gov.br/normativas,planoriogrande.rs.gov.br,200.0,ok_200,https://planoriogrande.rs.gov.br/normativas,885,1,
https://www.gov.br/secom/pt-br/assuntos/noticias-regionalizadas/novo-bolsa-familia/jan.26/bolsa-familia-chega-a-mais-de-542-1-mil-beneficiarios-do-rio-grande-do-sul-a-partir-desta-segunda-19,www.gov.br,403.0,forbidden_403,https://www.gov.br/secom/pt-br/assuntos/noticias-regionalizadas/novo-bolsa-familia/jan.26/bolsa-familia-chega-a-mais-de-542-1-mil-beneficiarios-do-rio-grande-do-sul-a-partir-desta-segunda-19,160,1,
https://revistanews.com.br/2022/09/19/rs-e-o-segundo-estado-da-regiao-sul-com-mais-familias-atendidas-pelo-auxilio-brasil-em-setembro,revistanews.com.br,200.0,ok_200,https://revistanews.com.br/2022/09/19/rs-e-o-segundo-estado-da-regiao-sul-com-mais-familias-atendidas-pelo-auxilio-brasil-em-setembro/,1463,1,
https://fgtas.rs.gov.br/sistema-nacional-de-emprego,fgtas.rs.gov.br,200.0,ok_200,https://fgtas.rs.gov.br/sistema-nacional-de-emprego,2367,1,
https://fgtas.rs.gov.br/agencias-fgtas-sine,fgtas.rs.gov.br,200.0,ok_200,https://fgtas.rs.gov.br/agencias-fgtas-sine,2790,1,
https://trabalho.rs.gov.br/rs-qualificacao,trabalho.rs.gov.br,200.0,ok_200,https://trabalho.rs.gov.br/rs-qualificacao,940,1,
https://trabalho.rs.gov.br/rs-qualificacao-recomecar-2025,trabalho.rs.gov.br,200.0,ok_200,https://trabalho.rs.gov.br/rs-qualificacao-recomecar-2025,1336,1,
https://www.planalto.gov.br/ccivil_03/_ato2011-2014/2011/lei/l12513.htm,www.planalto.gov.br,,timeout,,30155,1,TimeoutException
https://www.jb.com.br/pais/noticias/2007/03/14/consorcio-da-juventude-inseriu-quase-60-no-mercado-formal-de-trabalho.html?utm_source=chatgpt.com,www.jb.com.br,200.0,ok_200,https://www.jb.com.br/pais/noticias/2007/03/14/consorcio-da-juventude-inseriu-quase-60-no-mercado-formal-de-trabalho.html?utm_source=chatgpt.com,1027,1,
https://www.planalto.gov.br/ccivil_03/_ato2019-2022/2022/lei/l14457.htm,www.planalto.gov.br,,timeout,,30156,3,TimeoutException
